DATE,PM2.5,T2MWET,T2MDEW,T2M,QV10M,PS,TQV,TQL,H1000,DISPH,QLML,FRCAN,HLML,SPEED,SPEEDMAX,RHOA,CIG,VIS,TMP,DEW,WD,WS,CLDCR,CLDHT,v_2m,d_2m,v_50m,d_50m,v_850,d_850
2018-01-01 01:00:00,69.2,283.94345,283.9444299999999,286.79376,0.007823254,100865.09,34.909637,0.009235382,160.25461,0.2562256,0.007700914,1.0,63.907425,1.4493148,1.4889636999999998,1.2161593000000002,,,,,,,,,0.4290597856248796,206.22772915387142,0.9794523702152064,205.6921567567336,6.175776562327815,176.29738633464555
2018-01-01 02:00:00,75.5,283.87656,283.87836,286.48932,0.007821957,100819.56,35.19538499999999,0.006259918000000001,156.44829,0.2562256,0.00772036,1.0,63.832478,1.4473168,1.493476,1.2171253999999998,,,,,,,,,0.3833997082327352,219.3679188953389,0.8722964447384617,218.64856538487751,5.997708297722838,177.91817115641786
2018-01-01 03:00:00,90.2,283.7609,283.7563,286.24753,0.007807071999999998,100793.71,35.59098400000001,0.0034885406,154.54437,0.25610352,0.007735581999999999,0.99316406,63.766266,1.3906825,1.4831715,1.2180848,,,,,,,,,0.3391889994914648,215.10972385006968,0.7296866135286091,211.70957374080803,5.915825028235656,177.8969565098489
2018-01-01 04:00:00,97.6,283.66614,283.65967,285.9636,0.0078037414000000005,100791.8,35.827934,0.002313614,154.16836999999995,0.25598145,0.007762253,0.92749023,63.718185,1.3522544,1.4091463,1.2189716999999998,,,,,,,,,0.3058529194127118,205.6665089677244,0.6663408083006435,198.6447172111529,5.885086539396178,178.94135373875002
2018-01-01 05:00:00,89.1,283.64264,283.64365,285.8601,0.007821904000000001,100808.45,35.95388,0.0014796257,155.72943,0.25585938,0.0077987546,0.7861328000000001,63.68428,1.2780696000000002,1.3930014,1.2198305,,,,,,,,,0.25849234025092577,199.74790794559615,0.5411085092702135,182.26273245013644,5.796021712311598,180.83880609152203
2018-01-01 06:00:00,92.0,283.67984,283.6830700000001,285.8914200000001,0.007850635,100860.19,36.09451,0.00045979023,159.62518,0.25585938,0.007833778000000001,0.62353516,63.657104,1.1687618,1.2592785,1.2209005,,,,,,,,,0.20359595170282574,190.7677943749845,0.4704063244727063,156.54485428284687,5.611973664225672,182.30079634634285
2018-01-01 07:00:00,92.5,284.6679,284.6632,287.004,0.008141176,100922.625,36.156315,0.00025200844,165.16502,0.2557373,0.007907374,0.4610596,63.681324,1.0285826999999998,1.118842,1.2212735,1067.0,8000.0,16.0,12.0,80.0,1.5,0.7,1067.0,0.20153128884681326,134.94487099134847,0.5049194813518374,128.38278661031077,5.4995857662288445,182.2414349343848
2018-01-01 08:00:00,108.8,285.07477,285.0678,289.27155,0.008286985,100984.234,36.141056,0.000254035,170.47208999999995,0.25561523,0.008053432,0.37158203,64.05715,1.8943553,2.4572978,1.214762,975.0,7000.0,16.0,12.0,80.0,1.5,0.7,975.0,1.2760688320694382,124.62254193663492,2.008762809220444,126.59829625690037,5.493582322675052,181.24999944921765
2018-01-01 09:00:00,106.0,285.83344,285.82562,291.17773,0.008603109,100989.625,36.109924,0.0023355484,171.58229,0.25549316,0.008275501,0.30883790000000005,64.39941999999999,2.723199,2.8652802000000004,1.208421,1006.0,7000.0,17.0,12.0,80.0,3.1,0.4,762.0,1.8713107149747876,129.56831520693478,2.7165851364939475,131.35145436313002,5.58921385520494,180.5694584272179
2018-01-01 10:00:00,106.6,286.5636,286.5619200000001,292.3912,0.008981821999999999,100927.56,36.411427,0.012233734,166.8262,0.25549316,0.008597456,0.2723389,64.62483,3.0088942000000003,3.139026,1.2035286,1006.0,6000.0,17.0,12.0,50.0,2.1,0.4,762.0,2.0703492807921324,132.60198597487403,2.9700800056161536,134.38862051839044,5.768162592782159,178.7937368177234
2018-01-01 11:00:00,98.0,287.1965600000001,287.2017,293.19732999999997,0.009353054,100828.38,36.970226000000004,0.036758423,158.5267,0.2553711,0.008937617,0.28503418,64.79921,3.2882886,3.3861234,1.1990714,1006.0,5000.0,18.0,13.0,50.0,1.5,0.4,762.0,2.2470428615072606,135.3837863311533,3.2418042223369437,137.14195669737742,5.963296077857853,176.6640032208466
2018-01-01 12:00:00,98.7,287.60385,287.6031,293.4677700000001,0.009649141,100712.38,37.556670000000004,0.061325073,148.74638000000004,0.25524902,0.009239856,0.37402347,64.916275,3.4573307,3.4889300000000003,1.1954775,1006.0,5000.0,19.0,13.0,120.0,1.5,0.4,762.0,2.318346964273937,137.8664234123394,3.398357428120834,139.5266279011797,5.986892522021205,175.80750914635112
2018-01-01 13:00:00,90.7,287.90047999999996,287.9024,293.4808700000001,0.009884242,100606.055,38.111465,0.07867432,139.62306,0.25512695,0.009491021,0.57128906,64.978775,3.4653378,3.4927926,1.193135,1006.0,4200.0,19.0,13.0,110.0,2.6,0.4,610.0,2.2850813453638796,138.91393724510868,3.393289937065105,140.46011272034315,5.7337927590632285,176.5205074084592
2018-01-01 14:00:00,83.7,288.12003,288.12473,293.20734,0.010085724,100541.42,38.614323,0.08248901,133.88351,0.25500488,0.009706597,0.8261719000000001,65.00355,3.3703547,3.420149,1.1919171,1006.0,4200.0,19.0,13.0,40.0,1.5,0.4,610.0,2.150052645168393,137.1473427078817,3.2834700694491565,138.45563544718698,5.3705646425682225,178.62113025936745
